,Fuel Type Code,Station Name_x,Street Address,City,State,ZIP,Status Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network_x,Geocode Status,Latitude,Longitude,ID,EV Connector Types,Country,Access Code,Access Detail Code,Federal Agency Code,Facility Type,EV Pricing,REDC,County,Station Name_y,Level 2 Ports,Level 2 Locations,DCFC Ports,DCFC Locations,EV Network_y
514,ELEC,iPark NYC 549 W 23rd Street - Tesla Destination,549  W 23rd St,New York,NY,10011,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.748931,-74.006078,115158,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,iPark NYC 549 W 23rd Street - Tesla Destination,3,1,,,Tesla Destination
515,ELEC,Icon Parking 55 W 14th Street - Tesla Destination,55 W 14th St,New York,NY,10011,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.737266,-73.99611,115159,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Icon Parking 55 W 14th Street - Tesla Destination,3,1,,,Tesla Destination
516,ELEC,GGMC Parking - 550 W 25th - Tesla Destination,550  W 25th St,New York,NY,10001,E,24 hours daily; see valet for access,,2,,,Tesla Destination,200-9,40.749666,-74.005485,115160,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,GGMC Parking - 550 W 25th - Tesla Destination,2,1,,,Tesla Destination
517,ELEC,iPark Eleventh Avenue Garage Corp. - Tesla Destination,552 W 30th St,New York,NY,10001,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-8,40.752693,-74.002954,115161,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,iPark Eleventh Avenue Garage Corp. - Tesla Destination,3,1,,,Tesla Destination
518,ELEC,Icon Parking 560 Third Ave - Tesla Destination,560 3rd Ave,New York,NY,10016,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.748094,-73.976864,115162,J1772 TESLA,US,public,,,HOTEL,Free,New York City,New York County,Icon Parking 560 Third Ave - Tesla Destination,3,1,,,Tesla Destination
519,ELEC,Rapidpark 575 1st Avenue - Tesla Destination,575 1st Ave,New York,NY,10016,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-8,40.742761,-73.974554,115163,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Rapidpark 575 1st Avenue - Tesla Destination,3,1,,,Tesla Destination
520,ELEC,Parkit 575 Washington - Tesla Destination,575 Washington St,New York,NY,10014,E,24 hours daily; for customer use only; see valet for access,,6,,,Tesla Destination,200-9,40.729474,-74.008847,115164,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Parkit 575 Washington - Tesla Destination,6,1,,,Tesla Destination
521,ELEC,Standard Parking 58 W 58th Street - Tesla Destination,58 W 58th St,New York,NY,10019,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.764459,-73.976349,115165,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Standard Parking 58 W 58th Street - Tesla Destination,3,1,,,Tesla Destination
522,ELEC,iPark 59-63 Allen Street - Tesla Destination,59-63 Allen St,New York,NY,10002,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.717124,-73.99201,115166,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,iPark 59-63 Allen Street - Tesla Destination,3,1,,,Tesla Destination
523,ELEC,Champion Parking 90 LLC - Tesla Destination,60 E 90th St,New York,NY,10028,E,24 hours daily; see valet for access,,3,,,Tesla Destination,GPS,40.783085,-73.956304,115167,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Champion Parking 90 LLC - Tesla Destination,3,1,,,Tesla Destination
524,ELEC,Champion Parking 60 East End Avenue - Tesla Destination,60 East End Ave,New York,NY,10028,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.772794,-73.946969,115168,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Champion Parking 60 East End Avenue - Tesla Destination,3,1,,,Tesla Destination
525,ELEC,RapidPark 600 Columbus Ave - Tesla Destination,600 Columbus Ave,New York,NY,10128,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.788716,-73.970934,115169,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Rapidpark 600 Columbus Ave - Tesla Destination,3,1,,,Tesla Destination
526,ELEC,Quik Park 600 West 42nd Street (Silver Towers) LLC - Tesla Destination,600 W 42nd St,New York,NY,10036,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-8,40.760809,-73.998773,115170,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Quik Park 600 West 42nd Street (Silver Towers) LLC - Tesla Destination,3,1,,,Tesla Destination
527,ELEC,"MTP Parking, The Helena - Tesla Destination",601  W 57th St,New York,NY,10019,E,24 hours daily; pay lot; see valet for access,,2,,,Tesla Destination,200-9,40.770771,-73.991789,115171,TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,"MTP Parking, The Helena - Tesla Destination",2,1,,,Tesla Destination
528,ELEC,Champion Parking 60 E 8th - Tesla Destination,60-68 E 8th St,New York,NY,10003,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.730501,-73.993075,115172,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Champion Parking 60 E 8th - Tesla Destination,3,1,,,Tesla Destination
529,ELEC,iPark NYC 61 Jane Street - Tesla Destination,61 Jane St,New York,NY,10014,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.738222,-74.005908,115173,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,iPark NYC 61 Jane Street - Tesla Destination,3,1,,,Tesla Destination
530,ELEC,Parkit 10 Wooster St. - Tesla Destination,6-10 Wooster St,New York,NY,10013,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.721131,-74.00357,115174,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Parkit 10 Wooster St. - Tesla Destination,3,1,,,Tesla Destination
531,ELEC,imPark 611 E 83rd Street - Tesla Destination,611 E 83rd St,New York,NY,10028,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-8,40.772931,-73.945552,115175,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,imPark 611 E 83rd Street - Tesla Destination,3,1,,,Tesla Destination
532,ELEC,MTP 625 W 57th Street - Tesla Destination,625  W 57th St,New York,NY,10019,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.771431,-73.992964,115176,TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,MTP 625 W 57th Street - Tesla Destination,3,1,,,Tesla Destination
533,ELEC,Icon Parking University 10 Parking - Tesla Destination,63  E 9th St,New York,NY,10003,E,24 hours daily,,3,,,Tesla Destination,200-9,40.731544,-73.992045,115177,J1772 TESLA,US,public,CALL,,PAY_GARAGE,Free,New York City,New York County,Icon Parking University 10 Parking - Tesla Destination,3,1,,,Tesla Destination
534,ELEC,Parkright 670 W 43rd Street - Tesla Destination,670 W 43rd St,New York,NY,10036,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-8,40.762316,-74.000256,115178,J1772 TESLA,US,public,,,HOTEL,Free,New York City,New York County,Parkright 670 W 43rd Street - Tesla Destination,3,1,,,Tesla Destination
535,ELEC,Quik Park Little West LLC - Tesla Destination,70 Little West St,New York,NY,10280,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.706976,-74.016962,115179,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Quik Park Little West LLC - Tesla Destination,3,1,,,Tesla Destination
536,ELEC,Rapidpark 70 Riverside Dr - Tesla Destination,70 Riverside Dr,New York,NY,10024,E,24 hours daily; see valet for access,,2,,,Tesla Destination,200-9,40.785014,-73.982037,115180,TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Rapidpark 70 Riverside Dr - Tesla Destination,2,1,,,Tesla Destination
537,ELEC,The Peninsula Hotel New York - Tesla Destination,700 5th Ave,New York,NY,10019,E,24 hours daily; for customer use only; see valet for access,,1,,,Tesla Destination,200-8,40.76178,-73.975057,115181,TESLA,US,public,,,HOTEL,Free,New York City,New York County,The Peninsula Hotel New York - Tesla Destination,1,1,,,Tesla Destination
538,ELEC,Parkright 738 Greenwich Street - Tesla Destination,738 Greenwich St,New York,NY,10014,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.735165,-74.007231,115182,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Parkright 738 Greenwich Street - Tesla Destination,3,1,,,Tesla Destination
539,ELEC,iPark 650 Parking Corp - Tesla Destination,80  E 67th St,New York,NY,10065,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-8,40.767935,-73.96671,115185,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,iPark 650 Parking Corp - Tesla Destination,3,1,,,Tesla Destination
540,ELEC,Icon Parking 70 Gold Street - Tesla Destination,80 Gold St,New York,NY,10038,E,24 hours daily; pay lot; see valet for access,,3,,,Tesla Destination,200-9,40.709609,-74.004401,115186,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Icon Parking 70 Gold Street - Tesla Destination,3,1,,,Tesla Destination
541,ELEC,Icon 80 Riverside Blvd - Tesla Destination,80 Riverside Blvd,New York,NY,10069,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.775054,-73.989946,115187,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Icon 80 Riverside Blvd - Tesla Destination,3,1,,,Tesla Destination
542,ELEC,Quik Park 808 Garage LLC - Tesla Destination,808 Columbus Ave,New York,NY,10025,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.795214,-73.966003,115188,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Quik Park 808 Garage LLC - Tesla Destination,3,1,,,Tesla Destination
543,ELEC,"The Standard, High Line - Tesla Destination",848  Washington St,New York,NY,10014,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.740828,-74.008074,115189,J1772 TESLA,US,public,,,HOTEL,Free,New York City,New York County,"The Standard, High Line - Tesla Destination",3,1,,,Tesla Destination
544,ELEC,Chelnik Parking NYC 880 5th - Tesla Destination,880 5th Ave,New York,NY,10021,E,24 hours daily; see valet for access,,2,,,Tesla Destination,200-8,40.770385,-73.968296,115190,TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Chelnik Parking NYC 880 5th - Tesla Destination,2,1,,,Tesla Destination
545,ELEC,Icon 9-11 Park Ave - Tesla Destination,9 - 11 Park Ave,New York,NY,10016,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.747207,-73.980743,115191,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Icon 9-11 Park Ave - Tesla Destination,3,1,,,Tesla Destination
546,ELEC,Rapidpark 9-11 W 100th Street - Tesla Destination,9 W 100th St,New York,NY,10024,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.794681,-73.963228,115192,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Rapidpark 9-11 W 100th Street - Tesla Destination,3,1,,,Tesla Destination
547,ELEC,Quik Park West 57 LLC - Tesla Destination,9 W 57th St,New York,NY,10019,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.763888,-73.97499,115193,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,Quik Park West 57 LLC - Tesla Destination,3,1,,,Tesla Destination
548,ELEC,GGMC Parking Stewart House Garage - Tesla Destination,91 East 9th St,New York,NY,10003,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-8,40.73099,-73.990963,115194,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,GGMC Parking Stewart House Garage - Tesla Destination,3,1,,,Tesla Destination
549,ELEC,Rapidpark 920 Park Avenue - Tesla Destination,920 Park Ave,New York,NY,10025,E,24 hours daily,,3,,,Tesla Destination,200-9,40.776673,-73.960253,115195,J1772 TESLA,US,public,CALL,,PAY_GARAGE,Free,New York City,New York County,Rapidpark 920 Park Avenue - Tesla Destination,3,1,,,Tesla Destination
550,ELEC,MPG 923 5th Ave - Tesla Destination,923 5th Ave,New York,NY,10021,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.773173,-73.966026,115196,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,MPG 923 5th Ave - Tesla Destination,3,1,,,Tesla Destination
551,ELEC,GGMC The Cove - Tesla Destination,99 Battery Pl,New York,NY,10280,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.707624,-74.016593,115197,J1772 TESLA,US,public,,,PAY_GARAGE,Free,New York City,New York County,GGMC The Cove - Tesla Destination,3,1,,,Tesla Destination
552,ELEC,Icon Parking 990 Ave of the Americas - Tesla Destination,990 Avenue of the Americas,New York,NY,10018,E,24 hours daily; see valet for access,,3,,,Tesla Destination,200-9,40.751363,-73.986389,115198,J1772 TESLA,US,public,,,OFFICE_BLDG,Free,New York City,New York County,Icon Parking 990 Ave of the Americas - Tesla Destination,3,1,,,Tesla Destination
607,ELEC,59 Allen Street - Tesla Supercharger,59 Allen Street,New York,NY,10002,E,24 hours daily; for Tesla use only,,,4,,Tesla,GPS,40.7172,-73.9919,116808,TESLA,US,public,,,PARKING_LOT,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,New York City,New York County,59 Allen Street - Tesla Supercharger,,,4,1,Tesla
620,ELEC,GMC - BEEKMAN 2,420 E 51st St,New York,NY,10022,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,,Blink Network,GPS,40.754022,-73.965166,118347,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,GMC - BEEKMAN 2,1,1,,,Blink Network
621,ELEC,GMC - BEEKMAN 1,420 E 51st St,New York,NY,10022,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,,Blink Network,GPS,40.754022,-73.965166,118348,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,GMC - BEEKMAN 1,1,1,,,Blink Network
638,ELEC,GMC - BELMONT 1,113 E 84th St,New York,NY,10028,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,,Blink Network,GPS,40.773472,-73.955287,121020,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,GMC - BELMONT 1,1,1,,,Blink Network
674,ELEC,iPark 400 E 85th St - Tesla Destination,400 E 85th St,Manhattan,NY,10028,E,24 hours daily; pay lot; see valet for access,,4,,,Tesla Destination,200-8,40.776008,-73.949934,122489,TESLA,US,public,,,,Free,New York City,New York County,iPark 400 E 85th St - Tesla Destination,4,1,,,Tesla Destination
675,ELEC,Andaz Wall Street - Tesla Destination,75 Wall St,New York,NY,10005,E,24 hours daily; for customer use only; see valet for access,,1,,,Tesla Destination,200-9,40.705042,-74.008118,122490,TESLA,US,public,,,,Free,New York City,New York County,Andaz Wall Street - Tesla Destination,1,1,,,Tesla Destination
676,ELEC,iPark NYC 75 Wall Street - Tesla Destination,75 Wall St,New York,NY,10005,E,24 hours daily; for customer use only; see valet for access,,3,,,Tesla Destination,200-9,40.705042,-74.008118,122491,J1772 TESLA,US,public,,,,Free,New York City,New York County,iPark NYC 75 Wall Street - Tesla Destination,3,1,,,Tesla Destination
698,ELEC,520806-Rockefeller Center,55 W 48th St,New York City,NY,10036,E,24 hours daily,,8,,,Greenlots,200-8,40.758305,-73.980311,123040,J1772,US,public,,,,,New York City,New York County,520806-Rockefeller Center,8,1,,,Greenlots
701,ELEC,New York University - Plaza Nursery School,110 Bleecker St,New York,NY,10011,E,24 hours daily,,2,,,EV Connect,GPS,40.7273617,-73.9975332,123058,J1772,US,public,,,COLLEGE_CAMPUS,,New York City,New York County,New York University - Plaza Nursery School,2,1,,,EV Connect
740,ELEC,Yeshiva University,385 Audubon Ave,New York,NY,10033,E,24 hours daily,,1,,,EV Connect,GPS,40.8506642,-73.9306379,123105,J1772,US,public,,,COLLEGE_CAMPUS,,New York City,New York County,Yeshiva University,1,1,,,EV Connect
806,ELEC,The Veneto,250 East 53rd Street,New York,NY,10022,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,40.756766,-73.967481,124140,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,The Veneto,2,1,,,Blink Network
807,ELEC,Coliseum Park Apts - Central Parking,345 W 58th Street,New York,NY,10019,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,40.768432,-73.984033,124141,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,Coliseum Park Apts - Central Parking,2,1,,,Blink Network
808,ELEC,Central Parking,350 E 30th Street,New York,NY,10016,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,,Blink Network,GPS,40.741065,-73.975788,124143,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,Central Parking,1,1,,,Blink Network
809,ELEC,Astor Place,445 Lafayette St,New York,NY,10003,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,40.7297,-73.991565,124144,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,Astor Place,2,1,,,Blink Network
810,ELEC,Central Parking - 58 West 58th St,58 West 58th Street,New York,NY,10019,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,40.764655,-73.9761,124146,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,Central Parking - 58 West 58th St,2,1,,,Blink Network
811,ELEC,Superior Ink,400 W 12th St,New York,NY,10014,E,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,40.737537,-74.00983,124147,J1772,US,public,,,,Level 2: $0.59 per kWh,New York City,New York County,Superior Ink,2,1,,,Blink Network
